title,url,discounted_price,original_price
S450 3.5mm Foldable Wireless Stereo Bluetooth Headphone w/ TF FM,https://www.cigabuy.com/s450-35mm-foldable-wireless-stereo-bluetooth-headphone-w-tf-fm-p-19818.html,$4.16,$7.84 
British Retro LED Bulb USB Rechargeable Mini Night Light Bedside Lamp,https://www.cigabuy.com/british-retro-led-bulb-usb-rechargeable-mini-night-light-bedside-lamp-p-20804.html,$1.41,$10.29 
500ML/17oz Collapsible Sports Water Bottle with Hook,https://www.cigabuy.com/500ml17oz-collapsible-sports-water-bottle-with-hook-p-20960.html,$1.82,$12.61 
WLtoys A959 High-Speed Vortex 4-CH 1:18 2.4GHz 4WD RC Car,https://www.cigabuy.com/wltoys-a959-high-speed-vortex-4-ch-118-24ghz-4wd-rc-car-p-19755.html,$28.94,$36.30 
Luminous Headset Glow In Dark Headphones Flashlight Earphone with Mic,https://www.cigabuy.com/luminous-headset-glow-in-dark-headphones-flashlight-earphone-with-mic-p-19744.html,$0.78,$1.83 
Baseus Bluetooth Earphones Single Ear Wireless Earphone With Charging Dock,https://www.cigabuy.com/baseus-bluetooth-earphones-single-ear-wireless-earphone-with-charging-dock-p-19729.html,$4.54,$10.89 
Authentic SMOK Rigel Mini 80W MOD - Black Blue,https://www.cigabuy.com/authentic-smok-rigel-mini-80w-mod-black-blue-p-20589.html,$26.90,$28.13 
"2.36"" Skinny Patterned Necktie",https://www.cigabuy.com/236-skinny-patterned-necktie-p-14666.html,$1.20,$11.39 
Bluetooth 4.1 Headphone Wireless Mini Invisible In-Ear Bluetooth Earbud With Mic,https://www.cigabuy.com/bluetooth-41-headphone-wireless-mini-invisible-in-ear-bluetooth-earbud-with-mic-p-19726.html,$1.82,$19.27 
1.2M 4-Port USB 2.0 Hub External Splitter Adapter with Switch Button,https://www.cigabuy.com/12m-4-port-usb-20-hub-external-splitter-adapter-with-switch-button-p-20794.html,$1.51,$6.76 
New Aromatherapy Fan Portable USB Rechargeable Nature Wind Mini USB Fans,https://www.cigabuy.com/new-aromatherapy-fan-portable-usb-rechargeable-nature-wind-mini-usb-fans-p-20876.html,$1.82,$19.50 
3W LED COB Flashlight 160LM 2 Modes Flashlights & Torches,https://www.cigabuy.com/3w-led-cob-flashlight-160lm-2-modes-flashlights-torches-p-20901.html,$1.20,$4.50 
Authentic Geekvape Aegis Hero Replacement Pod Cartridge,https://www.cigabuy.com/authentic-geekvape-aegis-hero-replacement-pod-cartridge-p-20003.html,$9.34,$10.51 
Authentic Uwell Whirl II Kit - Red,https://www.cigabuy.com/authentic-uwell-whirl-ii-kit-red-p-20279.html,$48.53,$71.32 
Dragonfly Millet Mosquito Killer Energy-Saving Mosquito Killer Killer Lamp,https://www.cigabuy.com/dragonfly-millet-mosquito-killer-energy-saving-mosquito-killer-killer-lamp-p-19017.html,$10.45,$12.12 
Wireless Sport Dual In Ear Stereo Bluetooth 4.0 with Mic Headset,https://www.cigabuy.com/wireless-sport-dual-in-ear-stereo-bluetooth-40-with-mic-headset-p-19819.html,$3.56,$14.48 
Romantic Adjustable Automatic 360° 7 Color LED Shower Head Faucet Home Bathroom,https://www.cigabuy.com/romantic-adjustable-automatic-360°-7-color-led-shower-head-faucet-home-bathroom-p-20827.html,$1.41,$9.76 
Portable 180 Lumens LED Flashlight with Charger - Black,https://www.cigabuy.com/portable-180-lumens-led-flashlight-with-charger-black-p-6403.html,$2.43,$43.79 
S36 Earphone Heavy Bass In-Ear Earphones Music Headset Microphone 3.5mm,https://www.cigabuy.com/s36-earphone-heavy-bass-in-ear-earphones-music-headset-microphone-35mm-p-19796.html,$1.07,$1.61 
E6 Bluetooth Earphone 4.2 In-Ear MINI Stereo 600mA with Charging Box,https://www.cigabuy.com/e6-bluetooth-earphone-42-in-ear-mini-stereo-600ma-with-charging-box-p-19829.html,$3.87,$8.26 
Work Light Portable Flashlight 360°-Rotating Hook Magnetic Base,https://www.cigabuy.com/work-light-portable-flashlight-360°-rotating-hook-magnetic-base-p-20803.html,$2.68,$21.69 
Sports Style Earphone In Ear Waterproof and Sweat-proof 3.5mm Jack,https://www.cigabuy.com/sports-style-earphone-in-ear-waterproof-and-sweat-proof-35mm-jack-p-20808.html,$0.82,$4.29 
Interface Bluetooth 5.0 AUX Stereo Receiver FM Transmitter for car,https://www.cigabuy.com/interface-bluetooth-50-aux-stereo-receiver-fm-transmitter-for-car-p-21035.html,$4.07,$9.87 
Wake-Up LED Light Sunrise Simulation Alarm Clock FM Radio Night Lamp,https://www.cigabuy.com/wake-up-led-light-sunrise-simulation-alarm-clock-fm-radio-night-lamp-p-20807.html,$3.58,$47.33 
YWXLight Spot Light MR16 (GU5.3) 12V 9W 600-810LM 1-LED COB Bulbs,https://www.cigabuy.com/ywxlight-spot-light-mr16-gu53-12v-9w-600-810lm-1-led-cob-bulbs-p-20793.html,$0.87,$8.96 
Waterproof Shower Wall Mini Clock Watch Suction Cup Clock,https://www.cigabuy.com/waterproof-shower-wall-mini-clock-watch-suction-cup-clock-p-20873.html,$1.20,$5.93 
3 x Authentic SMOK SCAR-P3 Empty RPM2 Empty Replacement RPM2 Pod,https://www.cigabuy.com/3-x-authentic-smok-scar-p3-empty-rpm2-empty-replacement-rpm2-pod-p-19365.html,$4.72,$5.44 
Authentic Wotofo MANIK Pod Mod Kit - Nano Gunmetal,https://www.cigabuy.com/authentic-wotofo-manik-pod-mod-kit-nano-gunmetal-p-20135.html,$20.47,$41.66 
Authentic THC Tauren Max RDTA 4.5ml 25MM - Silver,https://www.cigabuy.com/authentic-thc-tauren-max-rdta-45ml-25mm-silver-p-18316.html,$25.62,$28.52 
10 x Kernel Alien Clapton Coil 0.45Ohm for Rebuildable Atomizer,https://www.cigabuy.com/10-x-kernel-alien-clapton-coil-045ohm-for-rebuildable-atomizer-p-8733.html,$1.93,$3.78 
Authentic Timesvape Dreamer V1.5 Mech Mod - SS Plated Black,https://www.cigabuy.com/authentic-timesvape-dreamer-v15-mech-mod-ss-plated-black-p-20483.html,$43.71,$45.29 
X96Q Android 10 TV Box Quad Core Allwinner H313 4K 1GB RAM 8GB ROM,https://www.cigabuy.com/x96q-android-10-tv-box-quad-core-allwinner-h313-4k-1gb-ram-8gb-rom-p-18998.html,$16.98,$32.96 
Authentic Demon Killer Fod 580mAh Pod Kit - Black,https://www.cigabuy.com/authentic-demon-killer-fod-580mah-pod-kit-black-p-18690.html,$15.11,$16.24 
Authentic Geekvape Aegis Solo 100W TC Box Mod - Gunmetal,https://www.cigabuy.com/authentic-geekvape-aegis-solo-100w-tc-box-mod-gunmetal-p-14358.html,$31.36,$47.50 
Authentic Geekvape Wenax C1 Kit - Black,https://www.cigabuy.com/authentic-geekvape-wenax-c1-kit-black-p-20493.html,$15.17,$23.30 
Authentic Geekvape Wenax C1 Kit - Blue,https://www.cigabuy.com/authentic-geekvape-wenax-c1-kit-blue-p-20495.html,$15.17,$23.30 
Authentic Geekvape Aegis Boost Pro Kit - Space Black,https://www.cigabuy.com/authentic-geekvape-aegis-boost-pro-kit-space-black-p-20324.html,$30.45,$49.15 
Authentic Wotofo MANIK Pod Mod Kit - Nano Chrome,https://www.cigabuy.com/authentic-wotofo-manik-pod-mod-kit-nano-chrome-p-20137.html,$20.47,$41.66 
Authentic VOOPOO ARGUS X Pod Kit - Litchi Leather & Blue,https://www.cigabuy.com/authentic-voopoo-argus-x-pod-kit-litchi-leather-blue-p-20488.html,$27.04,$29.57 
1 x Authentic Wotofo H17 Rebuildable Deck Coil - Black,https://www.cigabuy.com/1-x-authentic-wotofo-h17-rebuildable-deck-coil-black-p-19872.html,$6.86,$16.37 
Wood Grain Resin 810 Drip Tip - Black,https://www.cigabuy.com/wood-grain-resin-810-drip-tip-black-p-13290.html,$2.19,$3.22 
Authentic IJOY PikGo Starter KIT 1300mAh - Green,https://www.cigabuy.com/authentic-ijoy-pikgo-starter-kit-1300mah-green-p-20133.html,$12.56,$13.01 
Authentic IJOY Aria Pro Kit - Rainbow Phoenix,https://www.cigabuy.com/authentic-ijoy-aria-pro-kit-rainbow-phoenix-p-20445.html,$16.77,$31.54 
Authentic IJOY Aria Pro Kit - Camo,https://www.cigabuy.com/authentic-ijoy-aria-pro-kit-camo-p-20446.html,$16.77,$31.54 
Authentic Hellvape Trishul V2 Mech Mod - Copper,https://www.cigabuy.com/authentic-hellvape-trishul-v2-mech-mod-copper-p-20223.html,$34.95,$35.33 
Authentic IJOY Aria Pro Kit - Black Dragon,https://www.cigabuy.com/authentic-ijoy-aria-pro-kit-black-dragon-p-20444.html,$16.77,$31.54 
Authentic Geekvape Aegis Hero Pod Mod Kit - Black,https://www.cigabuy.com/authentic-geekvape-aegis-hero-pod-mod-kit-black-p-19995.html,$24.82,$41.46 
Authentic Vandyvape Kylin Mini V2 RTA 5ml - SS,https://www.cigabuy.com/authentic-vandyvape-kylin-mini-v2-rta-5ml-ss-p-19965.html,$23.77,$39.28 
5M SEA WOLF Ni80 Alien Heating Wire 32GA+0.3*0.8Flat,https://www.cigabuy.com/5m-sea-wolf-ni80-alien-heating-wire-32ga0308flat-p-14123.html,$3.97,$5.86 
Authentic SMOK RPM160 Pod Kit Dual-18650 - Silver Carbon Fiber,https://www.cigabuy.com/authentic-smok-rpm160-pod-kit-dual-18650-silver-carbon-fiber-p-18980.html,$26.69,$34.11 
Authentic Smoant SANTI Pod Kit - Gunmetal,https://www.cigabuy.com/authentic-smoant-santi-pod-kit-gunmetal-p-20319.html,$19.14,$19.29 
Authentic VOOPOO Argus Air Pod Kit - Vintage Grey,https://www.cigabuy.com/authentic-voopoo-argus-air-pod-kit-vintage-grey-p-19274.html,$18.81,$22.42 
Authentic IJOY CAPTAIN 2 Kit - Blue,https://www.cigabuy.com/authentic-ijoy-captain-2-kit-blue-p-19130.html,$48.69,$51.28 
Authentic Freemax Maxus 100W  Kit - Black - Red,https://www.cigabuy.com/authentic-freemax-maxus-100w-kit-black-red-p-19161.html,$42.93,$70.92 
Authentic OFRF NEXMINI Pod Kit - Black Blue,https://www.cigabuy.com/authentic-ofrf-nexmini-pod-kit-black-blue-p-20303.html,$16.18,$33.75 
Authentic Uwell Crown 4 5/6ML Sub-ohm Tank Atomizer - Silver,https://www.cigabuy.com/authentic-uwell-crown-4-56ml-sub-ohm-tank-atomizer-silver-p-13398.html,$20.54,$39.80 
5 x Authentic VOOPOO PnP-R1 Mesh Coil 0.8ohm,https://www.cigabuy.com/5-x-authentic-voopoo-pnp-r1-mesh-coil-08ohm-p-16294.html,$10.09,$11.03 
Authentic VOOPOO Argus Air Pod Kit - Desert Camouflage,https://www.cigabuy.com/authentic-voopoo-argus-air-pod-kit-desert-camouflage-p-19271.html,$22.75,$24.87 
Authentic Steam Crave Aromamizer Supreme V3 RDTA basic kit 7ml 25ml - Black,https://www.cigabuy.com/authentic-steam-crave-aromamizer-supreme-v3-rdta-basic-kit-7ml-25ml-black-p-19984.html,$33.45,$57.83 
100 x E-XY SS316L 0.5Ω Stainless Steel Pre-built Coil Wire,https://www.cigabuy.com/100-x-e-xy-ss316l-05Ω-stainless-steel-pre-built-coil-wire-p-11638.html,$2.89,$4.97 
4 x Authentic OFRF M21 Parallel Coil 0.6ohm,https://www.cigabuy.com/4-x-authentic-ofrf-m21-parallel-coil-06ohm-p-20306.html,$8.98,$18.38 
Authentic VOOPOO Argus Air Pod Kit - Classic Black,https://www.cigabuy.com/authentic-voopoo-argus-air-pod-kit-classic-black-p-19269.html,$21.69,$23.14 
Authentic Uwell Whirl II Kit - Silver,https://www.cigabuy.com/authentic-uwell-whirl-ii-kit-silver-p-20276.html,$39.77,$71.32 
Authentic Dovpo Top Gear DNA250C Box Mod - Carbon Grid,https://www.cigabuy.com/authentic-dovpo-top-gear-dna250c-box-mod-carbon-grid-p-20253.html,$134.23,$184.34 
Authentic Geekvape TALO X 24mm BF RDA - Silver,https://www.cigabuy.com/authentic-geekvape-talo-x-24mm-bf-rda-silver-p-20205.html,$16.58,$26.06 
3 x Authentic SMOK V12 Prince-Q4 0.4ohm Quadruple Coils,https://www.cigabuy.com/3-x-authentic-smok-v12-prince-q4-04ohm-quadruple-coils-p-11457.html,$7.88,$9.44 
Authentic Geekvape Mero AIO Kit - Gunmetal,https://www.cigabuy.com/authentic-geekvape-mero-aio-kit-gunmetal-p-20200.html,$16.88,$25.96 
Authentic Geekvape Mero AIO Kit - Black,https://www.cigabuy.com/authentic-geekvape-mero-aio-kit-black-p-20199.html,$16.88,$25.96 
10 x Vandyvape Dual M Prebuilt Wire Coil 0.15ohm,https://www.cigabuy.com/10-x-vandyvape-dual-prebuilt-wire-coil-015ohm-p-16370.html,$3.36,$3.87 
3 x Authentic Geekvape Mero Empty Pod Cartridge,https://www.cigabuy.com/3-x-authentic-geekvape-mero-empty-pod-cartridge-p-20203.html,$2.56,$6.15 
Authentic IJOY Aria Pod Kit 900mAh - Camo,https://www.cigabuy.com/authentic-ijoy-aria-pod-kit-900mah-camo-p-20130.html,$14.60,$16.68 
Authentic VOOPOO DRAG Max 177W Kit with PNP Tank - Galaxy Blue,https://www.cigabuy.com/authentic-voopoo-drag-max-177w-kit-with-pnp-tank-galaxy-blue-p-20054.html,$44.65,$48.81 
Authentic IJOY PikGo Starter KIT 1300mAh - Blue,https://www.cigabuy.com/authentic-ijoy-pikgo-starter-kit-1300mah-blue-p-20134.html,$12.56,$13.56 
Authentic Vaporesso FORZ TX80 VW 80W Mod - Imperial Red,https://www.cigabuy.com/authentic-vaporesso-forz-tx80-vw-80w-mod-imperial-red-p-20084.html,$34.58,$61.10 
Authentic Geekvape Zeus Nano Tank - Blue,https://www.cigabuy.com/authentic-geekvape-zeus-nano-tank-blue-p-19998.html,$15.33,$27.27 
3 x Authentic SMOK SCAR-P5 Empty Replacement RPM2 Pod,https://www.cigabuy.com/3-x-authentic-smok-scar-p5-empty-replacement-rpm2-pod-p-19364.html,$1.21,$5.44 
Authentic Vaporesso FORZ TX80 VW Kit With FORZ Tank 25 - Leather Brown,https://www.cigabuy.com/authentic-vaporesso-forz-tx80-vw-kit-with-forz-tank-25-leather-brown-p-20090.html,$46.89,$76.38 
Authentic Vaporesso FORZ TX80 VW 80W Mod - Steel Blue,https://www.cigabuy.com/authentic-vaporesso-forz-tx80-vw-80w-mod-steel-blue-p-20086.html,$37.23,$61.10 
Authentic Vaporesso FORZ TX80 VW Kit With FORZ Tank 25 - Brick Black,https://www.cigabuy.com/authentic-vaporesso-forz-tx80-vw-kit-with-forz-tank-25-brick-black-p-20087.html,$46.89,$76.38 
Authentic Vaporesso FORZ TX80 VW 80W Mod - Gunmetal Grey,https://www.cigabuy.com/authentic-vaporesso-forz-tx80-vw-80w-mod-gunmetal-grey-p-20083.html,$35.50,$61.10 
Authentic Vaporesso FORZ TX80 VW Kit With FORZ Tank 25 - Steel Blue,https://www.cigabuy.com/authentic-vaporesso-forz-tx80-vw-kit-with-forz-tank-25-steel-blue-p-20091.html,$46.89,$76.38 
Authentic Vaporesso FORZ TX80 VW 80W Mod - Leather Brown,https://www.cigabuy.com/authentic-vaporesso-forz-tx80-vw-80w-mod-leather-brown-p-20085.html,$37.23,$61.10 
Authentic Geekvape Aegis Hero Pod Mod Kit - Silver,https://www.cigabuy.com/authentic-geekvape-aegis-hero-pod-mod-kit-silver-p-19991.html,$24.67,$41.46 
3 x Authentic SMOK V12 Prince Strip 0.15Ω Coils,https://www.cigabuy.com/3-x-authentic-smok-v12-prince-strip-015Ω-coils-p-13181.html,$9.43,$11.29 
Authentic Geekvape Aegis Max 100W TC Starter Kit - White Storm,https://www.cigabuy.com/authentic-geekvape-aegis-max-100w-tc-starter-kit-white-storm-p-18879.html,$54.80,$77.04 
Authentic Dovpo Odin 100 Box Mod - Black,https://www.cigabuy.com/authentic-dovpo-odin-100-box-mod-black-p-19700.html,$62.30,$81.01 
Kingston TF Card 8GB Class 4 SDHC Mobile phone,https://www.cigabuy.com/kingston-tf-card-8gb-class-4-sdhc-mobile-phone-p-19758.html,$1.13,$16.65 
V4 Vaper Nylon + Ceramic Tweezer for RTA E-Cigarettes - Black,https://www.cigabuy.com/v4-vaper-nylon-ceramic-tweezer-for-rta-e-cigarettes-black-p-11266.html,$2.23,$3.86 
Comfortable Wired Earphone with Mic 3.5mm Clear Sound,https://www.cigabuy.com/comfortable-wired-earphone-with-mic-35mm-clear-sound-p-19803.html,$1.07,$1.61 
Authentic Smoant Ladon 225W TC Starter Kit - Black Red,https://www.cigabuy.com/authentic-smoant-ladon-225w-tc-starter-kit-black-red-p-18138.html,$44.54,$48.48 
10 x Vandy Vape A1 Superfine MTL Fused 0.99Ω Clapton Coil 30ga*2+38ga,https://www.cigabuy.com/10-x-vandy-vape-a1-superfine-mtl-fused-099Ω-clapton-coil-30ga238ga-p-16396.html,$2.81,$4.21 
Authentic EHPRO Armor COD Semi-Mech Mod 21700 - Silver Hauberk,https://www.cigabuy.com/authentic-ehpro-armor-cod-semi-mech-mod-21700-silver-hauberk-p-18701.html,$35.30,$36.56 
Men Cycling Underwear Bicycle Mountain Shorts Riding Bike Sport Underwear,https://www.cigabuy.com/men-cycling-underwear-bicycle-mountain-shorts-riding-bike-sport-underwear-p-18937.html,$2.63,$3.10 
10 x Vandyvape A1 M Prebuilt Wire Coil 0.15ohm,https://www.cigabuy.com/10-x-vandyvape-a1-prebuilt-wire-coil-015ohm-p-16431.html,$3.48,$3.87 
Authentic Dovpo Variant RDA 24mm - Silver,https://www.cigabuy.com/authentic-dovpo-variant-rda-24mm-silver-p-16701.html,$16.78,$30.53 
Toothbrush Sterilizer UV Toothbrush Holder UV Automatic Toothpaste Dispenser,https://www.cigabuy.com/toothbrush-sterilizer-uv-toothbrush-holder-uv-automatic-toothpaste-dispenser-p-19549.html,$5.91,$21.71 
10 x Vandy Vape Ni80 Superfine MTL Clapton Coil 30ga+38ga 1.65ohm,https://www.cigabuy.com/10-x-vandy-vape-ni80-superfine-mtl-clapton-coil-30ga38ga-165ohm-p-16391.html,$2.73,$4.39 
3 x Authentic Vaporesso 0.2Ω QF Meshed Coil for Skrr Tank,https://www.cigabuy.com/3-x-authentic-vaporesso-02Ω-qf-meshed-coil-for-skrr-tank-p-13359.html,$8.04,$10.35 
Authentic Geekvape Aegis X 200W TC Box Mod - Gunmetal Camo,https://www.cigabuy.com/authentic-geekvape-aegis-x-200w-tc-box-mod-gunmetal-camo-p-16063.html,$52.29,$80.48 
Authentic Steam Crave Aromamizer Plus V2 RDTA Basic Kit - Black,https://www.cigabuy.com/authentic-steam-crave-aromamizer-plus-v2-rdta-basic-kit-black-p-18328.html,$36.75,$59.50 
Authentic Steam Crave Aromamizer Plus V2 RDTA Basic Kit - Silver,https://www.cigabuy.com/authentic-steam-crave-aromamizer-plus-v2-rdta-basic-kit-silver-p-18327.html,$33.24,$55.09 
5 x Authentic VOOPOO PnP-M2 Mesh Coil 0.6ohm,https://www.cigabuy.com/5-x-authentic-voopoo-pnp-m2-mesh-coil-06ohm-p-16291.html,$10.33,$11.29 
RGB T10 5050 6SMD Auto Remote Controlled Colorful Led Lamp Strobe Light,https://www.cigabuy.com/rgb-t10-5050-6smd-auto-remote-controlled-colorful-led-lamp-strobe-light-p-17593.html,$0.71,$3.37 
0-150mm 6 Inch Plastic LCD Digital Electronic Carbon Fiber Vernier Caliper,https://www.cigabuy.com/0-150mm-6-inch-plastic-lcd-digital-electronic-carbon-fiber-vernier-caliper-p-14954.html,$1.09,$9.78 
Authentic Ehpro Armor Prime 20700 Mech Mod - Black,https://www.cigabuy.com/authentic-ehpro-armor-prime-20700-mech-mod-black-p-12673.html,$16.72,$19.90 
10 x SEA WOLF SS316L Alien Premade Coil Wire 0.25ohm,https://www.cigabuy.com/10-x-sea-wolf-ss316l-alien-premade-coil-wire-025ohm-p-14599.html,$1.61,$3.15 
10 x Vandy Vape Ni80 Alpha Braid Coil 26ga*(40ga*2)*16 0.3ohm,https://www.cigabuy.com/10-x-vandy-vape-ni80-alpha-braid-coil-26ga40ga216-03ohm-p-16402.html,$5.90,$8.39 
10 x Vandyvape NI80 M Prebuilt Wire Coil 0.15ohm,https://www.cigabuy.com/10-x-vandyvape-ni80-prebuilt-wire-coil-015ohm-p-16371.html,$3.36,$3.87 
Authentic Voopoo Vinci AIR 900mAh Pod Kit - Camo,https://www.cigabuy.com/authentic-voopoo-vinci-air-900mah-pod-kit-camo-p-17718.html,$22.16,$25.12 
10pcs T10 5W Blue/White/Matting Home Office Halogen Capsule Light Bulb Lamp,https://www.cigabuy.com/10pcs-t10-5w-bluewhitematting-home-office-halogen-capsule-light-bulb-lamp-p-17511.html,$0.36,$1.73 
Authentic Orchid IQS 950mAh Pod System Kit - Slobby,https://www.cigabuy.com/authentic-orchid-iqs-950mah-pod-system-kit-slobby-p-14799.html,$11.83,$41.93 
5M SEA WOLF Ni80 Tri-Core Claptin 5M Heating Wire,https://www.cigabuy.com/5m-sea-wolf-ni80-tri-core-claptin-5m-heating-wire-p-12770.html,$5.63,$7.80 
2 in 1 Car Ice Water Scraper Snow Removal Hand Automotive Tool Snow Brush,https://www.cigabuy.com/2-in-1-car-ice-water-scraper-snow-removal-hand-automotive-tool-snow-brush-p-17534.html,$0.36,$2.06 
UV Protect Car Styling Front Window Sunshade Windshield Film Foldable,https://www.cigabuy.com/uv-protect-car-styling-front-window-sunshade-windshield-film-foldable-p-16997.html,$0.33,$10.33 
Oral-B Replacement Brush Head Protection Cover for Electric Toothbrush,https://www.cigabuy.com/oral-b-replacement-brush-head-protection-cover-for-electric-toothbrush-p-17003.html,$0.33,$0.44 
5 x Authentic Freemax Fireluke 2 TX2 Mesh Coil Kanthal Double 0.2ohm,https://www.cigabuy.com/5-x-authentic-freemax-fireluke-2-tx2-mesh-coil-kanthal-double-02ohm-p-15832.html,$14.07,$15.38 
10m DIY Automatic Drip & Micro Sprinkler Kit Plant Garden Irrigation System,https://www.cigabuy.com/10m-diy-automatic-drip-micro-sprinkler-kit-plant-garden-irrigation-system-p-17566.html,$0.89,$3.59 
YWXLight Solar LED Lamp Bear Claw Lamp Garden Lights Outdoor Landscape Lighting,https://www.cigabuy.com/ywxlight-solar-led-lamp-bear-claw-lamp-garden-lights-outdoor-landscape-lighting-p-17591.html,$3.45,$6.21 
1/2/4 pcs EU Plug Digital Display Energy Saving Timer Programmable Timer Socket,https://www.cigabuy.com/124-pcs-eu-plug-digital-display-energy-saving-timer-programmable-timer-socket-p-17563.html,$2.96,$5.11 
Non-Stick Grill BBQ Standing Rib Rack Stainless Steel Roasting Rack,https://www.cigabuy.com/non-stick-grill-bbq-standing-rib-rack-stainless-steel-roasting-rack-p-17542.html,$0.40,$2.61 
E27 12V 7W Natural White Intelligent Emergency LED Light Bulbs,https://www.cigabuy.com/e27-12v-7w-natural-white-intelligent-emergency-led-light-bulbs-p-17582.html,$1.07,$2.82 
5 x Authentic Freemax Fireluke 2 TX1 Mesh Coil Kanthal Double 0.15ohm,https://www.cigabuy.com/5-x-authentic-freemax-fireluke-2-tx1-mesh-coil-kanthal-double-015ohm-p-15860.html,$11.31,$13.17 
Authentic Tesla Punk 86W Box Mod 18650 Mod - Antique Copper,https://www.cigabuy.com/authentic-tesla-punk-86w-box-mod-18650-mod-antique-copper-p-13977.html,$37.37,$39.65 
3 x Authentic Smoant Battlestar Baby Mesh Coil 0.6ohm,https://www.cigabuy.com/3-x-authentic-smoant-battlestar-baby-mesh-coil-06ohm-p-16267.html,$4.02,$6.20 
10 x VandyVape Clapton Helix Coil 0.3Ω 28ga(A1) *38ga(Ni80)*2+26ga(A1)*2,https://www.cigabuy.com/10-x-vandyvape-clapton-helix-coil-03Ω-28gaa1-38gani80226gaa12-p-16403.html,$5.90,$8.39 
5M SEA WOLF A1 Fused Clapton Heating Wire 28GA*2+32GA,https://www.cigabuy.com/5m-sea-wolf-a1-fused-clapton-heating-wire-28ga232ga-p-14127.html,$2.66,$3.64 
Authentic Geekvape Aegis Solo 100W TC Box Mod - Red,https://www.cigabuy.com/authentic-geekvape-aegis-solo-100w-tc-box-mod-red-p-14359.html,$33.40,$47.50 
Multipurpose Level Laser Measure Line 8ft w Adjusted Standard and Metric Rulers,https://www.cigabuy.com/multipurpose-level-laser-measure-line-8ft-w-adjusted-standard-and-metric-rulers-p-14827.html,$2.29,$4.56 
5 x Authentic Freemax Fireluke 2 NX2 Mesh Coil Kanthal Double 0.5ohm,https://www.cigabuy.com/5-x-authentic-freemax-fireluke-2-nx2-mesh-coil-kanthal-double-05ohm-p-15840.html,$9.47,$15.38 
5 x Authentic Geekvape NS Coil 1.2ohm for Flint Kit,https://www.cigabuy.com/5-x-authentic-geekvape-ns-coil-12ohm-for-flint-kit-p-15858.html,$1.21,$8.75 
5M SEA WOLF Ni80 Clapton Heating Wire 24GA+30GA,https://www.cigabuy.com/5m-sea-wolf-ni80-clapton-heating-wire-24ga30ga-p-14122.html,$4.34,$5.86 
Authentic 5pcs Eleaf EC Sub-ohm Coil Head 0.3Ohm,https://www.cigabuy.com/authentic-5pcs-eleaf-ec-sub-ohm-coil-head-03ohm-p-8036.html,$6.45,$9.48 
5 x Authentic Freemax Fireluke 2 TX3 Mesh Coil Kanthal Triple 0.15ohm,https://www.cigabuy.com/5-x-authentic-freemax-fireluke-2-tx3-mesh-coil-kanthal-triple-015ohm-p-15831.html,$15.32,$16.61 
Silicone Stretch Lids Food Saver Covers Set – 6pcs,https://www.cigabuy.com/silicone-stretch-lids-food-saver-covers-set-–-6pcs-p-15321.html,$0.96,$1.41 
Stainless Steel Vacuum Sealed Red Wine Bottle Stopper Spout,https://www.cigabuy.com/stainless-steel-vacuum-sealed-red-wine-bottle-stopper-spout-p-14822.html,$0.88,$1.10 
Authentic Coilology MTL Fused Clapton NI80 Coil Wire 10pcs,https://www.cigabuy.com/authentic-coilology-mtl-fused-clapton-ni80-coil-wire-10pcs-p-14435.html,$2.59,$3.96 
Winter Crochet Knitted Head Wrap Headband,https://www.cigabuy.com/winter-crochet-knitted-head-wrap-headband-p-15274.html,,
Natural Latex Loop Pull Up Physio Resistance Bands Tension Elastic,https://www.cigabuy.com/natural-latex-loop-pull-up-physio-resistance-bands-tension-elastic-p-15401.html,$1.29,$7.41 
10pcs Compressed Coin Tissue Towel,https://www.cigabuy.com/10pcs-compressed-coin-tissue-towel-p-15317.html,$0.12,$6.20 
Unisex Hot Sport Waist Trainer Neoprene Belt Tummy Slimming Shaper Power Belt,https://www.cigabuy.com/unisex-hot-sport-waist-trainer-neoprene-belt-tummy-slimming-shaper-power-belt-p-15309.html,$0.12,$7.41 
Shield 1080P Car DVR Night Vision Dashboard Video Recorder with G-sensor,https://www.cigabuy.com/shield-1080p-car-dvr-night-vision-dashboard-video-recorder-with-g-sensor-p-15303.html,$4.17,$20.42 
5FT Reflective Leash Nylon Rope Dog Lead,https://www.cigabuy.com/5ft-reflective-leash-nylon-rope-dog-lead-p-15286.html,$1.09,$20.74 
Egg Shape Stainless Steel 60-Minute Kitchen Timer Mechanical Drive Cooking Timer,https://www.cigabuy.com/egg-shape-stainless-steel-60-minute-kitchen-timer-mechanical-drive-cooking-timer-p-15308.html,$1.69,$7.41 
5-in-1 Multi-Functional Mini Handheld Car Air Pump,https://www.cigabuy.com/5-in-1-multi-functional-mini-handheld-car-air-pump-p-14854.html,$4.45,$29.74 
X96 Mini Android 7.1 TV BOX 2GB 16GB Amlogic S905W Quad Core WiFi,https://www.cigabuy.com/x96-mini-android-71-tv-box-2gb-16gb-amlogic-s905w-quad-core-wifi-p-14830.html,$24.27,$40.20 
Authentic TangsFire V6-2 Intelligent Dual-Slot Battery Charger,https://www.cigabuy.com/authentic-tangsfire-v6-2-intelligent-dual-slot-battery-charger-p-10351.html,$4.30,$5.94 
